"ID","Event","Type","Year","Date","Speaker","Affiliation","Title","Slides","Video","Abstract"
"rinpharma_196","2021 Conference","Talk","2021","2021-11-02","Mike Smith","Pfizer","R into production","","",""
"rinpharma_197","2021 Conference","Talk","2021","2021-11-02","Charlotte Soneson","Friedrich Miescher Institute","Interactive and collaborative exploration of large-scale transcriptomics data with iSEE","","",""
"rinpharma_198","2021 Conference","Talk","2021","2021-11-02","Kamil Wais","7N","The Arithmetic Problems in Scientific Software Architecture","","",""
"rinpharma_199","2021 Conference","Talk","2021","2021-11-02","Nan Xiao","Merck","compact R package representations","","",""
"rinpharma_201","2021 Conference","Talk","2021","2021-11-02","Ning Leng","Roche","Updates on the R consortium Working Groups","","",""
"rinpharma_202","2021 Conference","Talk","2021","2021-11-02","Donald Musgrove","Medtronic","bayesDP","","",""
"rinpharma_204","2021 Conference","Keynote","2021","2021-11-03","Regis James","Regeneron","","","",""
"rinpharma_206","2021 Conference","Talk","2021","2021-11-03","Coline Zeballos","Roche","R package validation","","",""
"rinpharma_207","2021 Conference","Talk","2021","2021-11-03","Robert Kirk DeLisle","Somalogic","Make Python Objects R-like with PyR","","",""
"rinpharma_208","2021 Conference","Talk","2021","2021-11-03","Annekathrin Ludt","IMBEI","GeneTonic: enjoying the interpretation of your RNA-seq data analysis","","",""
"rinpharma_209","2021 Conference","Talk","2021","2021-11-03","Maya Gans","Atorus Research","Reporting shiny","","",""
"rinpharma_211","2021 Conference","Talk","2021","2021-11-03","Volha Tryputsen","Janssen","Drug discovery research","","",""
"rinpharma_212","2021 Conference","Talk","2021","2021-11-03","James Black","Roche","Roche open source strategy","","",""
"rinpharma_213","2021 Conference","Talk","2021","2021-11-03","Keaven M Anderson","Merck","A Shiny Interface to Save, Restore and Document Clinical Trial Design","","",""
"rinpharma_214","2021 Conference","Talk","2021","2021-11-03","Yujie Zhao","Merck","Generate Interactive DMC Report by R markdown with Forest Plot as an Example","","",""
"rinpharma_216","2021 Conference","Talk","2021","2021-11-03","Adam Skubala","Bayer","Industrialized Machine Learning and Explainable AI for Late Phase Trails","","",""
"rinpharma_217","2021 Conference","Talk","2021","2021-11-03","Marly Cormar","Biogen","R validation hub","","",""
"rinpharma_219","2021 Conference","Keynote","2021","2021-11-04","Heather Crandall & Paul Schuette","FDA","","","",""
"rinpharma_221","2021 Conference","Talk","2021","2021-11-04","David Granjon","Novartis","{shinyMobile} and mobile development for Shiny","","",""
"rinpharma_222","2021 Conference","Talk","2021","2021-11-04","Juliane Manitz","EMD Serono","riskmetric (or package development)","","",""
"rinpharma_223","2021 Conference","Talk","2021","2021-11-04","Ben Straub","GSK","Closing the Gap: Creating an End-to-End R Package Toolkit for the Clinical Reporting Pipeline","","",""
"rinpharma_224","2021 Conference","Talk","2021","2021-11-04","Thomas Neitmann","Roche","{admiral} ADaM dataset generation","","",""
"rinpharma_226","2021 Conference","Talk","2021","2021-11-04","Marie Vendettouli","Fred Hutch","R Package Validation Framework","","",""
"rinpharma_227","2021 Conference","Talk","2021","2021-11-04","Kevin Snyder","FDA","SENDing Toxicology Study Data Analysis into the 21st Century with a New R Package: sendigR.","","",""
"rinpharma_228","2021 Conference","Talk","2021","2021-11-04","gap","gap","","","",""
"rinpharma_229","2021 Conference","Talk","2021","2021-11-04","Rikke Nørmark Mortensen","Novo Nordisk","Automatic generation of PowerPoint presentation for communication of clinical trial results","","",""
"rinpharma_231","2021 Conference","Talk","2021","2021-11-04","","","","","",""
"rinpharma_232","2021 Conference","Talk","2021","2021-11-04","Monika Huhn","Astra Zeneca","OneView – A Shiny app to unlock the full potential of drug repositioning investigations","","",""
